HyPar - Parallel (MPI) version with 10 processes
Compiled with PETSc time integration.
Allocated simulation object(s).
Reading solver inputs from file "solver.inp".
  No. of dimensions                          : 1
  No. of variables                           : 3
  Domain size                                : 201 
  Processes along each dimension             : 10 
  Exact solution domain size                 : 201 
  No. of ghosts pts                          : 3
  No. of iter.                               : 400
  Restart iteration                          : 0
  Time integration scheme                    : rk (44)
  Spatial discretization scheme (hyperbolic) : weno5
  Split hyperbolic flux term?                : no
  Interpolation type for hyperbolic term     : characteristic
  Spatial discretization type   (parabolic ) : nonconservative-1stage
  Spatial discretization scheme (parabolic ) : 2
  Time Step                                  : 5.000000E-04
  Check for conservation                     : no
  Screen output iterations                   : 1
  File output iterations                     : 50
  Initial solution file type                 : ascii
  Initial solution read mode                 : serial
  Solution file write mode                   : serial
  Solution file format                       : binary
  Overwrite solution file                    : no
  Physical model                             : euler1d
Partitioning domain and allocating data arrays.
Reading array from ASCII file initial.inp (Serial mode).
Volume integral of the initial solution:
 0:  5.6312499999999999E-01
 1:  0.0000000000000000E+00
 2:  1.3762500000000000E+00
Reading boundary conditions from boundary.inp.
  Boundary                    extrapolate:  Along dimension  0 and face +1
  Boundary                    extrapolate:  Along dimension  0 and face -1
2 boundary condition(s) read.
Initializing solvers.
Reading WENO parameters from weno.inp.
Initializing physics. Model = "euler1d"
Reading physical model inputs from file "physics.inp".
Setting up time integration.
Setting up libROM interface.
libROM inputs and parameters:
  reduced model dimensionality:  8
  sampling frequency:  1
  mode: train
  type: DMD
  save to file: true
  local vector size: 60
libROM DMD inputs:
  number of samples per window:   40
  directory name for DMD onjects: DMD
Solving in time (from 0 to 400 iterations)
Writing solution file op_00000.bin.
DMDROMObject::takeSample() - creating new DMD object, t=0.000000 (total: 1).
iter=      1  t=5.000E-04  CFL=1.183E-01  norm=1.3928E-02  wctime: 6.1E-04 (s)  
iter=      2  t=1.000E-03  CFL=1.407E-01  norm=1.3304E-02  wctime: 4.7E-04 (s)  
iter=      3  t=1.500E-03  CFL=1.617E-01  norm=1.2540E-02  wctime: 4.6E-04 (s)  
iter=      4  t=2.000E-03  CFL=1.756E-01  norm=1.1267E-02  wctime: 4.9E-04 (s)  
iter=      5  t=2.500E-03  CFL=1.848E-01  norm=1.0102E-02  wctime: 4.9E-04 (s)  
iter=      6  t=3.000E-03  CFL=1.912E-01  norm=9.2728E-03  wctime: 4.8E-04 (s)  
iter=      7  t=3.500E-03  CFL=1.956E-01  norm=8.8385E-03  wctime: 4.8E-04 (s)  
iter=      8  t=4.000E-03  CFL=1.983E-01  norm=8.8084E-03  wctime: 4.7E-04 (s)  
iter=      9  t=4.500E-03  CFL=1.996E-01  norm=8.6687E-03  wctime: 4.6E-04 (s)  
iter=     10  t=5.000E-03  CFL=1.999E-01  norm=8.4023E-03  wctime: 4.4E-04 (s)  
iter=     11  t=5.500E-03  CFL=1.998E-01  norm=8.1570E-03  wctime: 5.1E-04 (s)  
iter=     12  t=6.000E-03  CFL=2.010E-01  norm=8.0063E-03  wctime: 4.9E-04 (s)  
iter=     13  t=6.500E-03  CFL=2.055E-01  norm=8.0330E-03  wctime: 4.9E-04 (s)  
iter=     14  t=7.000E-03  CFL=2.080E-01  norm=8.0151E-03  wctime: 4.4E-04 (s)  
iter=     15  t=7.500E-03  CFL=2.091E-01  norm=7.8389E-03  wctime: 4.9E-04 (s)  
iter=     16  t=8.000E-03  CFL=2.095E-01  norm=7.6569E-03  wctime: 4.4E-04 (s)  
iter=     17  t=8.500E-03  CFL=2.094E-01  norm=7.5528E-03  wctime: 4.9E-04 (s)  
iter=     18  t=9.000E-03  CFL=2.088E-01  norm=7.5441E-03  wctime: 4.5E-04 (s)  
iter=     19  t=9.500E-03  CFL=2.079E-01  norm=7.6453E-03  wctime: 4.4E-04 (s)  
iter=     20  t=1.000E-02  CFL=2.107E-01  norm=7.6219E-03  wctime: 4.4E-04 (s)  
iter=     21  t=1.050E-02  CFL=2.124E-01  norm=7.4669E-03  wctime: 5.4E-04 (s)  
iter=     22  t=1.100E-02  CFL=2.132E-01  norm=7.3193E-03  wctime: 4.9E-04 (s)  
iter=     23  t=1.150E-02  CFL=2.135E-01  norm=7.2489E-03  wctime: 4.8E-04 (s)  
iter=     24  t=1.200E-02  CFL=2.134E-01  norm=7.3010E-03  wctime: 4.8E-04 (s)  
iter=     25  t=1.250E-02  CFL=2.130E-01  norm=7.3878E-03  wctime: 4.5E-04 (s)  
iter=     26  t=1.300E-02  CFL=2.123E-01  norm=7.3133E-03  wctime: 4.4E-04 (s)  
iter=     27  t=1.350E-02  CFL=2.136E-01  norm=7.1491E-03  wctime: 4.6E-04 (s)  
iter=     28  t=1.400E-02  CFL=2.146E-01  norm=7.0327E-03  wctime: 4.5E-04 (s)  
iter=     29  t=1.450E-02  CFL=2.152E-01  norm=7.0047E-03  wctime: 4.4E-04 (s)  
iter=     30  t=1.500E-02  CFL=2.154E-01  norm=7.1079E-03  wctime: 4.8E-04 (s)  
iter=     31  t=1.550E-02  CFL=2.154E-01  norm=7.1552E-03  wctime: 4.3E-04 (s)  
iter=     32  t=1.600E-02  CFL=2.152E-01  norm=7.0472E-03  wctime: 4.7E-04 (s)  
iter=     33  t=1.650E-02  CFL=2.148E-01  norm=6.9057E-03  wctime: 4.5E-04 (s)  
iter=     34  t=1.700E-02  CFL=2.156E-01  norm=6.8315E-03  wctime: 4.7E-04 (s)  
iter=     35  t=1.750E-02  CFL=2.162E-01  norm=6.8546E-03  wctime: 4.5E-04 (s)  
iter=     36  t=1.800E-02  CFL=2.165E-01  norm=6.9765E-03  wctime: 4.6E-04 (s)  
iter=     37  t=1.850E-02  CFL=2.167E-01  norm=6.9766E-03  wctime: 4.5E-04 (s)  
iter=     38  t=1.900E-02  CFL=2.167E-01  norm=6.8460E-03  wctime: 4.6E-04 (s)  
iter=     39  t=1.950E-02  CFL=2.166E-01  norm=6.7252E-03  wctime: 4.5E-04 (s)  
iter=     40  t=2.000E-02  CFL=2.164E-01  norm=6.6847E-03  wctime: 4.6E-04 (s)  
DMDROMObject::takeSample() - creating new DMD object, t=0.020000 (total: 2).
iter=     41  t=2.050E-02  CFL=2.168E-01  norm=6.7577E-03  wctime: 4.5E-04 (s)  
iter=     42  t=2.100E-02  CFL=2.172E-01  norm=6.8630E-03  wctime: 4.6E-04 (s)  
iter=     43  t=2.150E-02  CFL=2.174E-01  norm=6.8159E-03  wctime: 4.7E-04 (s)  
iter=     44  t=2.200E-02  CFL=2.175E-01  norm=6.6782E-03  wctime: 4.4E-04 (s)  
iter=     45  t=2.250E-02  CFL=2.175E-01  norm=6.5853E-03  wctime: 4.9E-04 (s)  
iter=     46  t=2.300E-02  CFL=2.174E-01  norm=6.5785E-03  wctime: 4.4E-04 (s)  
iter=     47  t=2.350E-02  CFL=2.174E-01  norm=6.6914E-03  wctime: 4.8E-04 (s)  
iter=     48  t=2.400E-02  CFL=2.177E-01  norm=6.7629E-03  wctime: 4.3E-04 (s)  
iter=     49  t=2.450E-02  CFL=2.179E-01  norm=6.6776E-03  wctime: 5.2E-04 (s)  
iter=     50  t=2.500E-02  CFL=2.180E-01  norm=6.5471E-03  wctime: 4.3E-04 (s)  
Writing solution file op_00001.bin.
iter=     51  t=2.550E-02  CFL=2.181E-01  norm=6.4832E-03  wctime: 5.3E-04 (s)  
iter=     52  t=2.600E-02  CFL=2.180E-01  norm=6.5124E-03  wctime: 4.5E-04 (s)  
iter=     53  t=2.650E-02  CFL=2.180E-01  norm=6.6413E-03  wctime: 4.3E-04 (s)  
iter=     54  t=2.700E-02  CFL=2.180E-01  norm=6.6649E-03  wctime: 4.7E-04 (s)  
iter=     55  t=2.750E-02  CFL=2.182E-01  norm=6.5513E-03  wctime: 4.3E-04 (s)  
iter=     56  t=2.800E-02  CFL=2.183E-01  norm=6.4377E-03  wctime: 5.2E-04 (s)  
iter=     57  t=2.850E-02  CFL=2.184E-01  norm=6.4036E-03  wctime: 4.3E-04 (s)  
iter=     58  t=2.900E-02  CFL=2.184E-01  norm=6.4767E-03  wctime: 4.9E-04 (s)  
